Square Footage of Unique Dorms,Unique Dorms,Selection Time (Individual) 2023,Selection Time (Group) 2023,2023 Selection Time,Selection Time (Individual) 2024,Selection Time (Group) 2024,2024 Selection Time,Selection Time (Individual) 2025,Selection Time (Group) 2025,2025 Selection Time,Occupancy,AC
152,Sontag - SNTG 250 - 252,4/11/2023 21:09,4/13/2023 20:18,4/11/2023 21:09,4/9/2024 19:12,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 18:33,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
136,Sontag - SNTG 250 - 253,4/11/2023 17:00,4/11/2023 17:18,4/11/2023 17:00,4/9/2024 18:42,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 21:27,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
151,Sontag - SNTG 250 - 254,4/11/2023 19:51,4/12/2023 20:00,4/11/2023 19:51,4/9/2024 18:00,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 17:03,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
141,Sontag - SNTG 260 - 261,4/11/2023 17:27,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 20:15,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 20:45,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
144,Sontag - SNTG 260 - 262,4/12/2023 19:51,4/11/2023 18:33,4/11/2023 18:33,4/9/2024 18:45,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 17:00,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
138,Sontag - SNTG 260 - 263,4/11/2023 18:51,4/12/2023 17:00,4/11/2023 18:51,4/10/2024 19:06,4/9/2024 18:27,4/9/2024 18:27,4/8/2025 19:15,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
144,Sontag - SNTG 260 - 264,4/11/2023 21:45,4/11/2023 17:06,4/11/2023 17:06,4/9/2024 18:27,4/11/2024 19:03,4/9/2024 18:27,4/8/2025 21:21,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
141,Sontag - SNTG 260 - 265,4/11/2023 20:24,4/11/2023 17:45,4/11/2023 17:45,4/9/2024 17:03,4/9/2024 17:12,4/9/2024 17:03,4/8/2025 21:18,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
150,Sontag - SNTG 260 - 266,4/11/2023 17:00,4/13/2023 17:03,4/11/2023 17:00,4/9/2024 17:15,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 19:57,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
134,Sontag - SNTG 310 - 311,4/11/2023 17:03,4/11/2023 17:18,4/11/2023 17:03,4/9/2024 18:15,4/9/2024 17:12,4/9/2024 17:12,4/8/2025 17:15,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
147,Sontag - SNTG 310 - 312,4/11/2023 21:27,No Selection Time Issued,4/11/2023 21:27,4/9/2024 21:51,4/9/2024 21:09,4/9/2024 21:09,4/8/2025 18:00,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
136,Sontag - SNTG 310 - 313,4/11/2023 20:54,4/12/2023 17:09,4/11/2023 20:54,4/9/2024 17:12,4/9/2024 21:42,4/9/2024 17:12,4/8/2025 19:12,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
154,Sontag - SNTG 310 - 314,4/11/2023 21:12,No Selection Time Issued,4/11/2023 21:12,4/9/2024 20:21,4/10/2024 17:12,4/9/2024 20:21,4/8/2025 18:15,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
135,Sontag - SNTG 320 - 321,4/11/2023 21:06,4/11/2023 17:12,4/11/2023 17:12,4/9/2024 21:24,4/10/2024 17:15,4/9/2024 21:24,4/8/2025 17:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
151,Sontag - SNTG 320 - 322,4/11/2023 18:15,No Selection Time Issued,4/11/2023 18:15,4/9/2024 20:54,4/9/2024 17:21,4/9/2024 17:21,4/8/2025 18:39,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
137,Sontag - SNTG 320 - 323,4/11/2023 17:57,No Selection Time Issued,4/11/2023 17:57,4/9/2024 17:24,No Selection Time Issued,4/9/2024 17:24,4/8/2025 20:21,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
153,Sontag - SNTG 320 - 324,4/11/2023 17:06,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 17:03,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 20:18,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
139,Sontag - SNTG 330 - 331,4/11/2023 17:03,4/13/2023 18:57,4/11/2023 17:03,4/9/2024 19:30,4/9/2024 17:51,4/9/2024 17:51,4/8/2025 22:00,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 330 - 332,4/12/2023 20:09,4/11/2023 20:24,4/11/2023 20:24,4/9/2024 19:51,4/9/2024 21:36,4/9/2024 19:51,4/8/2025 19:06,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 330 - 333,4/11/2023 17:30,No Selection Time Issued,4/11/2023 17:30,4/9/2024 21:33,4/11/2024 19:03,4/9/2024 21:33,4/8/2025 18:36,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
143,Sontag - SNTG 330 - 334,4/11/2023 17:39,4/11/2023 20:21,4/11/2023 17:39,4/9/2024 21:18,4/9/2024 17:27,4/9/2024 17:27,4/8/2025 17:00,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
146,Sontag - SNTG 330 - 335,4/11/2023 18:28,4/11/2023 17:06,4/11/2023 17:06,4/10/2024 19:36,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 21:45,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
152,Sontag - SNTG 330 - 336,4/12/2023 17:51,4/12/2023 17:15,4/12/2023 17:15,4/9/2024 17:00,,4/9/2024 17:00,4/8/2025 19:48,4/8/2025 17:00,4/8/2025 17:00,1,TRUE
137,Walker - 605,,,,,,,4/9/2025 17:42,No Selection Time Issued,4/9/2025 17:42,1,FALSE
142,Walker - 607,4/12/2023 17:48,4/13/2023 17:48,4/12/2023 17:48,,,,4/9/2025 17:42,No Selection Time Issued,4/9/2025 17:42,1,FALSE
136,Walker - 608,4/12/2023 17:09,No Selection Time Issued,4/12/2023 17:09,,4/9/2024 18:00,4/9/2024 18:00,4/9/2025 18:30,No Selection Time Issued,4/9/2025 18:30,1,FALSE
142,Walker - 609,4/12/2023 17:39,4/13/2023 18:00,4/12/2023 17:39,4/9/2024 19:06,,4/9/2024 19:06,4/9/2025 17:09,No Selection Time Issued,4/9/2025 17:09,1,FALSE
132,Walker - 612,4/12/2023 17:39,4/13/2023 18:57,4/12/2023 17:39,,,,,,,1,FALSE
137,Walker - 613,4/12/2023 17:48,4/13/2023 20:15,4/12/2023 17:48,,,,4/9/2025 17:54,No Selection Time Issued,4/9/2025 17:54,1,FALSE
136,Walker - 614,4/12/2023 17:36,No Selection Time Issued,4/12/2023 17:36,,,,4/9/2025 18:15,No Selection Time Issued,4/9/2025 18:15,1,FALSE
142,Walker - 615,4/12/2023 17:42,No Selection Time Issued,4/12/2023 17:42,,,,,,,1,FALSE
140,Walker - 616,4/12/2023 17:00,No Selection Time Issued,4/12/2023 17:00,,,,,,,1,FALSE
137,Walker - 619,,,,,,,4/8/2025 21:33,No Selection Time Issued,4/8/2025 21:33,1,FALSE
137,Walker - 620,4/12/2023 17:12,4/12/2023 17:09,4/12/2023 17:09,,,,4/9/2025 17:03,No Selection Time Issued,4/9/2025 17:03,1,FALSE
142,Walker - 621,,,,,,,4/8/2025 21:06,No Selection Time Issued,4/8/2025 21:06,1,FALSE
142,Walker - 622,,,,,,,4/8/2025 18:15,No Selection Time Issued,4/8/2025 18:15,1,FALSE
153,Walker - 623,4/11/2023 20:12,No Selection Time Issued,4/11/2023 20:12,,4/10/2024 17:39,4/10/2024 17:39,4/8/2025 19:36,No Selection Time Issued,4/8/2025 19:36,1,FALSE
145,Walker - 701,4/11/2023 21:36,No Selection Time Issued,4/11/2023 21:36,4/9/2024 18:33,,4/9/2024 18:33,4/8/2025 20:45,4/8/2025 20:45,4/8/2025 20:45,1,FALSE
143,Walker - 702,,,,,4/10/2024 17:09,4/10/2024 17:09,4/9/2025 17:33,No Selection Time Issued,4/9/2025 17:33,1,FALSE
143,Walker - 703,4/11/2023 19:12,4/11/2023 18:33,4/11/2023 18:33,4/10/2024 19:39,,4/10/2024 19:39,4/9/2025 19:00,4/8/2025 20:45,4/8/2025 20:45,1,FALSE
144,Walker - 704,4/11/2023 21:27,4/11/2023 17:30,4/11/2023 17:30,,,,,,,1,FALSE
143,Walker - 705,,,,,,,4/9/2025 17:57,No Selection Time Issued,4/9/2025 17:57,1,FALSE
143,Walker - 706,4/11/2023 21:09,No Selection Time Issued,4/11/2023 21:09,,,,4/9/2025 17:24,No Selection Time Issued,4/9/2025 17:24,1,FALSE
143,Walker - 708,4/11/2023 21:33,4/13/2023 17:00,4/11/2023 21:33,,,,,,,1,FALSE
141,Walker - 709,,,,,,,4/9/2025 18:27,No Selection Time Issued,4/9/2025 18:27,1,FALSE
141,Walker - 710,,,,,4/9/2024 17:42,4/9/2024 17:42,4/9/2025 18:30,No Selection Time Issued,4/9/2025 18:30,1,FALSE
142,Walker - 711,,,,4/10/2024 17:06,,4/10/2024 17:06,4/9/2025 17:18,No Selection Time Issued,4/9/2025 17:18,1,FALSE
143,Walker - 712,,,,,,,4/9/2025 18:27,No Selection Time Issued,4/9/2025 18:27,1,FALSE
143,Walker - 714,4/11/2023 19:36,4/11/2023 17:42,4/11/2023 17:42,,4/9/2024 17:09,4/9/2024 17:09,4/9/2025 17:51,No Selection Time Issued,4/9/2025 17:51,1,FALSE
142,Walker - 715,,,,4/9/2024 21:36,,4/9/2024 21:36,,,,1,FALSE
143,Walker - 716,4/11/2023 18:30,No Selection Time Issued,4/11/2023 18:30,,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 17:39,No Selection Time Issued,4/8/2025 17:39,1,FALSE
144,Walker - 717,,,,4/9/2024 20:27,,4/9/2024 20:27,,,,1,FALSE
143,Walker - 718,4/11/2023 19:09,No Selection Time Issued,4/11/2023 19:09,,,,,,,1,FALSE
143,Walker - 719,,,,,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 17:45,No Selection Time Issued,4/8/2025 17:45,1,FALSE
142,Walker - 720,,,,4/10/2024 17:24,,4/10/2024 17:24,,,,1,FALSE
140,Walker - 722,,,,,,,4/9/2025 17:12,No Selection Time Issued,4/9/2025 17:12,1,FALSE
143,Walker - 723,,,,,,,4/9/2025 17:27,No Selection Time Issued,4/9/2025 17:27,1,FALSE
143,Walker - 724,,,,,,,4/9/2025 17:30,No Selection Time Issued,4/9/2025 17:30,1,FALSE
143,Walker - 725,,,,,,,4/8/2025 21:42,No Selection Time Issued,4/8/2025 21:42,1,FALSE
143,Walker - 726,4/11/2023 18:18,4/12/2023 17:03,4/11/2023 18:18,,,,,,,1,FALSE
143,Walker - 727,,,,,,,4/9/2025 18:27,No Selection Time Issued,4/9/2025 18:27,1,FALSE
144,Walker - 728,,,,,,,4/8/2025 20:27,No Selection Time Issued,4/8/2025 20:27,1,FALSE
143,Walker - 729,,,,,4/9/2024 20:06,4/9/2024 20:06,4/8/2025 19:03,No Selection Time Issued,4/8/2025 19:03,1,FALSE
141,Walker - 730,4/11/2023 21:00,4/13/2023 17:00,4/11/2023 21:00,4/9/2024 20:24,4/9/2024 18:36,4/9/2024 18:36,,,,1,FALSE
142,Walker - 731,,,,4/10/2024 17:12,,4/10/2024 17:12,,,,1,FALSE
142,Walker - 732,,,,,,,4/9/2025 17:33,No Selection Time Issued,4/9/2025 17:33,1,FALSE
153,Walker - 733,,,,,4/9/2024 21:15,4/9/2024 21:15,4/8/2025 20:24,No Selection Time Issued,4/8/2025 20:24,1,FALSE
211,Walker - FS WALK 601 602 - 601,4/12/2023 19:30,4/13/2023 17:42,4/12/2023 19:30,4/10/2024 20:24,4/9/2024 17:36,4/9/2024 17:36,4/9/2025 18:39,4/9/2025 18:18,4/9/2025 18:18,2,FALSE
211,Walker - FS WALK 601 602 - 602,4/12/2023 19:06,4/11/2023 17:15,4/11/2023 17:15,4/10/2024 20:33,4/9/2024 17:06,4/9/2024 17:06,4/9/2025 18:18,4/9/2025 18:18,4/9/2025 18:18,2,FALSE
145,Walker - WALK 603-604 - 603,4/12/2023 19:48,4/11/2023 20:00,4/11/2023 20:00,4/10/2024 17:33,4/9/2024 17:24,4/9/2024 17:24,4/9/2025 18:48,4/9/2025 17:54,4/9/2025 17:54,1,FALSE
140,Walker - WALK 603-604 - 604,4/12/2023 18:15,4/11/2023 20:48,4/11/2023 20:48,4/10/2024 19:51,4/9/2024 17:21,4/9/2024 17:21,4/9/2025 17:54,4/9/2025 17:54,4/9/2025 17:54,1,FALSE
143,Walker - WALK 610-611 - 610,4/12/2023 17:24,4/13/2023 17:21,4/12/2023 17:24,4/10/2024 17:51,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 17:51,4/9/2025 17:51,4/9/2025 17:51,1,FALSE
140,Walker - WALK 610-611 - 611,4/12/2023 19:30,No Selection Time Issued,4/12/2023 19:30,4/10/2024 18:57,,4/10/2024 18:57,4/9/2025 18:45,4/9/2025 17:51,4/9/2025 17:51,1,FALSE
143,Walker - WALK 617-618 - 617,4/12/2023 19:36,4/13/2023 17:00,4/12/2023 19:36,,,,4/9/2025 19:09,4/9/2025 17:48,4/9/2025 17:48,1,FALSE
140,Walker - WALK 617-618 - 618,4/12/2023 17:24,4/13/2023 17:06,4/12/2023 17:24,,4/11/2024 17:18,4/11/2024 17:18,4/9/2025 17:48,4/9/2025 17:48,4/9/2025 17:48,1,FALSE
154,Walker - WALK 624-625 - 624,4/12/2023 20:06,4/11/2023 17:42,4/11/2023 17:42,4/10/2024 19:09,4/10/2024 17:15,4/10/2024 17:15,4/9/2025 17:36,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
154,Walker - WALK 624-625 - 625,4/12/2023 17:06,4/13/2023 19:18,4/12/2023 17:06,4/10/2024 18:15,4/10/2024 18:00,4/10/2024 18:00,4/9/2025 18:27,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
154,Walker - WALK 626-627 - 626,4/12/2023 19:39,4/13/2023 18:42,4/12/2023 19:39,4/10/2024 18:15,4/9/2024 17:54,4/9/2024 17:54,4/9/2025 19:36,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
154,Walker - WALK 626-627 - 627,4/12/2023 17:39,No Selection Time Issued,4/12/2023 17:39,4/10/2024 19:09,4/9/2024 17:09,4/9/2024 17:09,4/9/2025 17:36,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
145,Walker - WALK 628-629 - 628,4/12/2023 18:42,4/11/2023 17:33,4/11/2023 17:33,4/10/2024 18:42,4/9/2024 17:36,4/9/2024 17:36,4/9/2025 19:12,4/9/2025 17:18,4/9/2025 17:18,1,FALSE
146,Walker - WALK 628-629 - 629,4/12/2023 17:42,No Selection Time Issued,4/12/2023 17:42,4/10/2024 17:45,4/9/2024 20:24,4/9/2024 20:24,4/9/2025 17:18,4/9/2025 17:18,4/9/2025 17:18,1,FALSE
146,Walker - WALK 630 631 657 - 630,4/13/2023 20:21,4/11/2023 21:15,4/11/2023 21:15,4/10/2024 18:57,4/9/2024 17:06,4/9/2024 17:06,4/9/2025 19:03,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
146,Walker - WALK 630 631 657 - 631,4/12/2023 20:39,4/11/2023 18:42,4/11/2023 18:42,4/10/2024 17:27,4/10/2024 17:18,4/10/2024 17:18,4/9/2025 17:00,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
146,Walker - WALK 630 631 657 - 657,4/11/2023 21:21,No Selection Time Issued,4/11/2023 21:21,4/9/2024 18:36,4/9/2024 20:00,4/9/2024 18:36,4/9/2025 19:48,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
145,Walker - WALK 632-633 - 632,4/12/2023 17:18,4/11/2023 17:45,4/11/2023 17:45,4/10/2024 17:51,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 17:30,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 632-633 - 633,4/12/2023 18:30,4/12/2023 17:21,4/12/2023 17:21,4/10/2024 19:15,4/11/2024 18:00,4/10/2024 19:15,4/9/2025 19:30,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 634 635 656 - 634,4/12/2023 18:54,4/13/2023 17:24,4/12/2023 18:54,4/10/2024 18:27,4/9/2024 18:36,4/9/2024 18:36,4/8/2025 21:00,4/8/2025 18:27,4/8/2025 18:27,1,FALSE
146,Walker - WALK 634 635 656 - 635,4/12/2023 20:36,No Selection Time Issued,4/12/2023 20:36,4/10/2024 18:54,4/11/2024 19:00,4/10/2024 18:54,4/8/2025 18:27,4/8/2025 18:27,4/8/2025 18:27,1,FALSE
146,Walker - WALK 634 635 656 - 656,4/12/2023 17:06,4/11/2023 17:09,4/11/2023 17:09,4/9/2024 20:00,4/11/2024 17:00,4/9/2024 20:00,4/8/2025 19:30,4/8/2025 18:27,4/8/2025 18:27,1,FALSE
145,Walker - WALK 636-637 - 636,4/12/2023 17:30,4/13/2023 17:24,4/12/2023 17:30,4/9/2024 20:18,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 17:03,4/9/2025 17:03,4/9/2025 17:03,1,FALSE
146,Walker - WALK 636-637 - 637,4/12/2023 19:54,4/13/2023 17:27,4/12/2023 19:54,4/9/2024 21:21,4/10/2024 17:18,4/9/2024 21:21,4/9/2025 18:33,4/9/2025 17:03,4/9/2025 17:03,1,FALSE
146,Walker - WALK 638 639 655 - 638,4/12/2023 17:06,4/12/2023 18:30,4/12/2023 17:06,4/10/2024 18:33,4/9/2024 17:24,4/9/2024 17:24,4/10/2025 20:18,4/8/2025 18:54,4/8/2025 18:54,1,FALSE
146,Walker - WALK 638 639 655 - 639,4/12/2023 19:51,4/12/2023 20:00,4/12/2023 19:51,4/10/2024 17:51,4/9/2024 18:48,4/9/2024 18:48,4/9/2025 20:00,4/8/2025 18:54,4/8/2025 18:54,1,FALSE
146,Walker - WALK 638 639 655 - 655,4/11/2023 21:39,4/11/2023 17:24,4/11/2023 17:24,4/9/2024 21:36,No Selection Time Issued,4/9/2024 21:36,4/8/2025 18:54,4/8/2025 18:54,4/8/2025 18:54,1,FALSE
145,Walker - WALK 640-641 - 640,4/12/2023 20:30,4/13/2023 19:18,4/12/2023 20:30,4/10/2024 17:18,4/10/2024 17:21,4/10/2024 17:18,4/9/2025 17:30,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 640-641 - 641,4/12/2023 17:27,4/11/2023 17:33,4/11/2023 17:33,4/10/2024 19:54,4/9/2024 17:57,4/9/2024 17:57,4/9/2025 18:48,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 642 643 654 - 642,4/13/2023 19:27,No Selection Time Issued,4/13/2023 19:27,4/10/2024 20:39,No Selection Time Issued,4/10/2024 20:39,4/8/2025 21:36,4/8/2025 18:30,4/8/2025 18:30,1,FALSE
146,Walker - WALK 642 643 654 - 643,4/13/2023 19:03,No Selection Time Issued,4/13/2023 19:03,4/11/2024 17:39,4/9/2024 17:33,4/9/2024 17:33,4/8/2025 19:45,4/8/2025 18:30,4/8/2025 18:30,1,FALSE
146,Walker - WALK 642 643 654 - 654,4/11/2023 20:12,No Selection Time Issued,4/11/2023 20:12,4/9/2024 20:54,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 18:30,4/8/2025 18:30,4/8/2025 18:30,1,FALSE
145,Walker - WALK 644-645 - 644,4/12/2023 19:09,No Selection Time Issued,4/12/2023 19:09,4/10/2024 18:00,4/11/2024 19:48,4/10/2024 18:00,4/9/2025 17:33,4/9/2025 17:33,4/9/2025 17:33,1,FALSE
148,Walker - WALK 644-645 - 645,4/11/2023 18:42,No Selection Time Issued,4/11/2023 18:42,4/10/2024 20:18,4/10/2024 17:18,4/10/2024 17:18,4/9/2025 19:06,4/9/2025 17:33,4/9/2025 17:33,1,FALSE
148,Walker - WALK 646 647 653 - 646,4/12/2023 19:39,No Selection Time Issued,4/12/2023 19:39,4/10/2024 19:30,4/11/2024 17:24,4/10/2024 19:30,4/9/2025 18:54,4/8/2025 18:48,4/8/2025 18:48,1,FALSE
146,Walker - WALK 646 647 653 - 647,4/12/2023 20:00,4/11/2023 17:09,4/11/2023 17:09,4/10/2024 19:42,4/9/2024 17:51,4/9/2024 17:51,4/9/2025 19:00,4/8/2025 18:48,4/8/2025 18:48,1,FALSE
146,Walker - WALK 646 647 653 - 653,4/12/2023 17:03,4/13/2023 17:00,4/12/2023 17:03,4/10/2024 17:00,4/10/2024 17:18,4/10/2024 17:00,4/8/2025 18:48,4/8/2025 18:48,4/8/2025 18:48,1,FALSE
145,Walker - WALK 648-649 - 648,4/12/2023 17:42,4/13/2023 20:15,4/12/2023 17:42,4/10/2024 18:18,4/11/2024 17:00,4/10/2024 18:18,4/9/2025 17:48,4/9/2025 17:48,4/9/2025 17:48,1,FALSE
148,Walker - WALK 648-649 - 649,4/12/2023 19:06,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 20:09,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 19:09,4/9/2025 17:48,4/9/2025 17:48,1,FALSE
148,Walker - WALK 650 651 652 - 650,4/12/2023 17:09,4/13/2023 18:45,4/12/2023 17:09,4/9/2024 18:33,4/9/2024 17:36,4/9/2024 17:36,4/9/2025 17:18,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
146,Walker - WALK 650 651 652 - 651,4/12/2023 20:18,4/12/2023 18:54,4/12/2023 18:54,4/9/2024 21:21,4/9/2024 17:21,4/9/2024 17:21,4/10/2025 20:12,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
146,Walker - WALK 650 651 652 - 652,4/12/2023 19:54,4/13/2023 17:00,4/12/2023 19:54,4/9/2024 21:51,4/10/2024 18:42,4/9/2024 21:51,4/9/2025 17:00,4/9/2025 17:00,4/9/2025 17:00,1,FALSE
154,Walker - WALK 734-735 - 734,4/12/2023 18:36,4/11/2023 17:27,4/11/2023 17:27,4/10/2024 20:30,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 19:54,4/9/2025 17:33,4/9/2025 17:33,1,FALSE
154,Walker - WALK 734-735 - 735,4/12/2023 17:33,No Selection Time Issued,4/12/2023 17:33,4/10/2024 17:42,4/10/2024 18:24,4/10/2024 17:42,4/9/2025 17:33,4/9/2025 17:33,4/9/2025 17:33,1,FALSE
138,Walker - WALK 736-737 - 736,4/12/2023 18:15,4/11/2023 17:45,4/11/2023 17:45,4/10/2024 17:54,4/10/2024 20:27,4/10/2024 17:54,4/9/2025 20:15,4/9/2025 17:45,4/9/2025 17:45,1,FALSE
138,Walker - WALK 736-737 - 737,4/12/2023 17:42,4/12/2023 17:39,4/12/2023 17:39,4/10/2024 18:30,4/9/2024 17:48,4/9/2024 17:48,4/9/2025 17:45,4/9/2025 17:45,4/9/2025 17:45,1,FALSE
145,Walker - WALK 738-739 - 738,4/12/2023 19:12,4/11/2023 17:00,4/11/2023 17:00,4/10/2024 18:36,4/9/2024 17:03,4/9/2024 17:03,4/9/2025 17:39,4/9/2025 17:39,4/9/2025 17:39,1,FALSE
146,Walker - WALK 738-739 - 739,4/12/2023 17:30,4/11/2023 17:21,4/11/2023 17:21,4/10/2024 17:54,4/9/2024 17:39,4/9/2024 17:39,4/9/2025 19:45,4/9/2025 17:39,4/9/2025 17:39,1,FALSE
146,Walker - WALK 740-741 - 740,4/12/2023 17:33,4/12/2023 18:39,4/12/2023 17:33,4/10/2024 19:45,4/9/2024 17:12,4/9/2024 17:12,4/8/2025 21:06,4/8/2025 21:06,4/8/2025 21:06,1,FALSE
146,Walker - WALK 740-741 - 741,4/12/2023 20:15,4/11/2023 19:36,4/11/2023 19:36,4/10/2024 17:09,4/9/2024 19:54,4/9/2024 19:54,4/9/2025 17:45,4/8/2025 21:06,4/8/2025 21:06,1,FALSE
145,Walker - WALK 742-743 - 742,4/11/2023 20:48,4/11/2023 17:15,4/11/2023 17:15,4/10/2024 20:39,4/9/2024 17:33,4/9/2024 17:33,4/9/2025 17:30,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 742-743 - 743,4/11/2023 21:24,4/13/2023 17:33,4/11/2023 21:24,4/10/2024 17:33,,4/10/2024 17:33,4/9/2025 17:57,4/9/2025 17:30,4/9/2025 17:30,1,FALSE
146,Walker - WALK 744-745 - 744,,,,,,,4/9/2025 20:03,4/9/2025 17:21,4/9/2025 17:21,1,FALSE
146,Walker - WALK 744-745 - 745,,,,,4/11/2024 19:06,4/11/2024 19:06,4/9/2025 17:21,4/9/2025 17:21,4/9/2025 17:21,1,FALSE
145,Walker - WALK 746-747 - 746,4/12/2023 17:09,No Selection Time Issued,4/12/2023 17:09,4/10/2024 18:51,4/11/2024 17:27,4/10/2024 18:51,4/9/2025 17:36,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
146,Walker - WALK 746-747 - 747,4/12/2023 20:42,4/11/2023 17:48,4/11/2023 17:48,4/10/2024 17:54,4/9/2024 17:24,4/9/2024 17:24,4/9/2025 20:18,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
146,Walker - WALK 748-749 - 748,4/12/2023 17:30,4/11/2023 17:21,4/11/2023 17:21,4/9/2024 18:36,4/11/2024 19:48,4/9/2024 18:36,4/9/2025 17:42,4/9/2025 17:42,4/9/2025 17:42,1,FALSE
146,Walker - WALK 748-749 - 749,4/12/2023 18:39,4/12/2023 18:00,4/12/2023 18:00,4/10/2024 20:21,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 18:24,4/9/2025 17:42,4/9/2025 17:42,1,FALSE
145,Walker - WALK 750-751 - 750,4/11/2023 18:57,4/12/2023 17:06,4/11/2023 18:57,4/10/2024 18:21,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 19:54,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
146,Walker - WALK 750-751 - 751,4/12/2023 18:18,4/11/2023 18:42,4/11/2023 18:42,4/10/2024 17:48,4/11/2024 18:18,4/10/2024 17:48,4/9/2025 17:36,4/9/2025 17:36,4/9/2025 17:36,1,FALSE
146,Walker - WALK 752-753 - 752,4/12/2023 17:36,4/12/2023 20:27,4/12/2023 17:36,4/10/2024 17:57,4/10/2024 17:18,4/10/2024 17:18,4/9/2025 17:42,4/9/2025 17:42,4/9/2025 17:42,1,FALSE
146,Walker - WALK 752-753 - 753,4/12/2023 18:00,No Selection Time Issued,4/12/2023 18:00,4/10/2024 18:39,4/9/2024 17:00,4/9/2024 17:00,4/9/2025 20:15,4/9/2025 17:42,4/9/2025 17:42,1,FALSE
