Square Footage of Unique Dorms,Unique Dorms,Selection Time (Individual) 2023,Selection Time (Group) 2023,2023 Selection Time,Selection Time (Individual) 2024,Selection Time (Group) 2024,2024 Selection Time,Selection Time (Individual) 2025,Selection Time (Group) 2025,2025 Selection Time,Occupancy,AC
151,Dialynas - DLNS 230 - 234,4/11/2023 20:27,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 17:21,4/9/2024 17:03,4/9/2024 17:03,4/8/2025 21:09,4/8/2025 17:21,4/8/2025 17:21,1,TRUE
137,Dialynas - DLNS 240 - 241,4/11/2023 21:12,4/12/2023 17:36,4/11/2023 21:12,4/9/2024 18:36,4/9/2024 17:36,4/9/2024 17:36,4/8/2025 19:42,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
150,Dialynas - DLNS 240 - 242,4/12/2023 19:36,4/11/2023 17:03,4/11/2023 17:03,4/9/2024 17:42,4/10/2024 19:48,4/9/2024 17:42,4/8/2025 19:54,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
135,Dialynas - DLNS 240 - 243,4/11/2023 20:18,4/12/2023 19:06,4/11/2023 20:18,4/9/2024 18:18,4/9/2024 17:12,4/9/2024 17:12,4/8/2025 17:15,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
156,Dialynas - DLNS 240 - 244,4/11/2023 17:12,No Selection Time Issued,4/11/2023 17:12,4/9/2024 17:18,4/9/2024 17:51,4/9/2024 17:18,4/8/2025 17:12,4/8/2025 17:12,4/8/2025 17:12,1,TRUE
141,Dialynas - DLNS 250 - 251,4/11/2023 21:45,No Selection Time Issued,4/11/2023 21:45,4/9/2024 20:15,4/9/2024 17:51,4/9/2024 17:51,4/8/2025 17:06,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
143,Dialynas - DLNS 250 - 252,4/11/2023 21:45,4/11/2023 17:45,4/11/2023 17:45,4/9/2024 18:54,4/9/2024 18:48,4/9/2024 18:48,4/8/2025 19:51,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
138,Dialynas - DLNS 250 - 253,4/11/2023 17:06,4/11/2023 20:51,4/11/2023 17:06,4/9/2024 17:06,4/11/2024 17:45,4/9/2024 17:06,4/8/2025 18:30,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
143,Dialynas - DLNS 250 - 254,4/11/2023 18:21,4/11/2023 17:39,4/11/2023 17:39,4/9/2024 21:03,4/9/2024 17:15,4/9/2024 17:15,4/8/2025 18:45,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
140,Dialynas - DLNS 250 - 255,4/11/2023 21:45,4/12/2023 17:21,4/11/2023 21:45,4/10/2024 20:03,4/9/2024 19:36,4/9/2024 19:36,4/8/2025 20:27,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
157,Dialynas - DLNS 250 - 256,4/11/2023 20:21,4/12/2023 17:09,4/11/2023 20:21,4/9/2024 21:51,4/10/2024 18:21,4/9/2024 21:51,4/8/2025 21:12,4/8/2025 17:06,4/8/2025 17:06,1,TRUE
147,Dialynas - DLNS 270 - 271,4/11/2023 21:24,4/13/2023 18:51,4/11/2023 21:24,4/9/2024 20:51,4/9/2024 20:54,4/9/2024 20:51,4/8/2025 18:24,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
138,Dialynas - DLNS 270 - 272,4/11/2023 17:15,No Selection Time Issued,4/11/2023 17:15,4/9/2024 18:27,4/10/2024 17:24,4/9/2024 18:27,4/8/2025 17:15,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
141,Dialynas - DLNS 270 - 273,4/11/2023 20:24,4/12/2023 17:42,4/11/2023 20:24,4/9/2024 17:09,4/11/2024 17:03,4/9/2024 17:09,4/8/2025 21:09,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
157,Dialynas - DLNS 270 - 274,4/11/2023 18:36,No Selection Time Issued,4/11/2023 18:36,4/10/2024 19:48,4/11/2024 17:00,4/10/2024 19:48,4/9/2025 17:54,4/8/2025 17:15,4/8/2025 17:15,1,TRUE
141,Dialynas - DLNS 280 - 281,4/11/2023 17:09,No Selection Time Issued,4/11/2023 17:09,4/10/2024 19:09,4/9/2024 18:00,4/9/2024 18:00,4/8/2025 21:39,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
142,Dialynas - DLNS 280 - 282,4/11/2023 20:09,4/11/2023 17:24,4/11/2023 17:24,4/10/2024 18:18,4/9/2024 19:33,4/9/2024 19:33,4/8/2025 21:39,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
137,Dialynas - DLNS 280 - 283,4/11/2023 20:00,No Selection Time Issued,4/11/2023 20:00,4/10/2024 18:36,4/9/2024 18:39,4/9/2024 18:39,4/8/2025 17:03,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
142,Dialynas - DLNS 280 - 284,4/11/2023 21:36,4/12/2023 18:27,4/11/2023 21:36,4/9/2024 19:48,4/9/2024 18:00,4/9/2024 18:00,4/8/2025 19:09,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
140,Dialynas - DLNS 280 - 285,4/11/2023 17:30,4/12/2023 18:30,4/11/2023 17:30,4/10/2024 19:06,4/10/2024 17:33,4/10/2024 17:33,4/9/2025 17:48,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
151,Dialynas - DLNS 280 - 286,4/11/2023 21:42,4/12/2023 17:06,4/11/2023 21:42,4/9/2024 17:03,4/9/2024 17:42,4/9/2024 17:03,4/8/2025 20:21,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
130,Dialynas - DLNS 310 - 311,4/11/2023 18:48,4/13/2023 19:39,4/11/2023 18:48,4/9/2024 21:42,4/11/2024 17:00,4/9/2024 21:42,4/8/2025 17:18,4/8/2025 17:18,4/8/2025 17:18,1,TRUE
151,Dialynas - DLNS 310 - 312,4/11/2023 19:45,4/11/2023 18:33,4/11/2023 18:33,4/9/2024 19:42,4/11/2024 17:33,4/9/2024 19:42,4/8/2025 22:00,4/8/2025 17:18,4/8/2025 17:18,1,TRUE
131,Dialynas - DLNS 310 - 313,4/11/2023 19:48,4/11/2023 19:12,4/11/2023 19:12,4/9/2024 21:45,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 21:15,4/8/2025 17:18,4/8/2025 17:18,1,TRUE
147,Dialynas - DLNS 310 - 314,4/11/2023 17:06,4/12/2023 17:36,4/11/2023 17:06,4/9/2024 17:12,4/9/2024 17:36,4/9/2024 17:12,4/9/2025 19:42,4/8/2025 17:18,4/8/2025 17:18,1,TRUE
131,Dialynas - DLNS 320 - 321,4/11/2023 17:00,No Selection Time Issued,4/11/2023 17:00,4/9/2024 17:09,4/11/2024 17:45,4/9/2024 17:09,4/8/2025 20:24,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
132,Dialynas - DLNS 320 - 322,4/11/2023 20:00,4/13/2023 17:03,4/11/2023 20:00,4/9/2024 20:48,4/9/2024 17:00,4/9/2024 17:00,4/8/2025 19:12,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Dialynas - DLNS 320 - 323,4/11/2023 20:03,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 20:00,4/9/2024 17:06,4/9/2024 17:06,4/8/2025 17:09,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Dialynas - DLNS 320 - 324,4/11/2023 17:54,4/13/2023 20:15,4/11/2023 17:54,4/10/2024 20:48,4/10/2024 17:42,4/10/2024 17:42,4/8/2025 19:54,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
134,Dialynas - DLNS 330 - 331,4/11/2023 17:09,No Selection Time Issued,4/11/2023 17:09,4/9/2024 19:39,4/11/2024 18:39,4/9/2024 19:39,4/8/2025 18:45,4/8/2025 17:21,4/8/2025 17:21,1,TRUE
152,Dialynas - DLNS 330 - 332,4/11/2023 20:45,4/11/2023 17:33,4/11/2023 17:33,4/9/2024 21:12,4/11/2024 17:27,4/9/2024 21:12,4/9/2025 19:33,4/8/2025 17:21,4/8/2025 17:21,1,TRUE
131,Dialynas - DLNS 330 - 333,4/11/2023 20:27,No Selection Time Issued,4/11/2023 20:27,4/9/2024 18:48,4/9/2024 17:12,4/9/2024 17:12,4/8/2025 17:21,4/8/2025 17:21,4/8/2025 17:21,1,TRUE
146,Dialynas - DLNS 330 - 334,4/11/2023 20:09,No Selection Time Issued,4/11/2023 20:09,4/9/2024 17:12,4/9/2024 17:42,4/9/2024 17:12,4/8/2025 19:06,4/8/2025 17:21,4/8/2025 17:21,1,TRUE
136,Dialynas - DLNS 340 - 341,4/11/2023 18:51,No Selection Time Issued,4/11/2023 18:51,4/9/2024 17:15,4/9/2024 17:30,4/9/2024 17:15,4/8/2025 19:03,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Dialynas - DLNS 340 - 342,4/11/2023 21:06,4/11/2023 17:15,4/11/2023 17:15,4/9/2024 17:36,4/9/2024 17:36,4/9/2024 17:36,4/8/2025 21:24,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
132,Dialynas - DLNS 340 - 343,4/11/2023 21:45,4/11/2023 21:39,4/11/2023 21:39,4/9/2024 21:39,4/10/2024 17:21,4/9/2024 21:39,4/8/2025 17:09,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
151,Dialynas - DLNS 340 - 344,4/11/2023 17:06,4/13/2023 17:57,4/11/2023 17:06,4/9/2024 17:06,4/11/2024 17:00,4/9/2024 17:06,4/8/2025 21:24,4/8/2025 17:09,4/8/2025 17:09,1,TRUE
137,Dialynas - DLNS 350 - 351,4/12/2023 19:45,4/11/2023 17:39,4/11/2023 17:39,4/9/2024 18:15,4/10/2024 17:09,4/9/2024 18:15,4/8/2025 21:03,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
141,Dialynas - DLNS 350 - 352,4/11/2023 17:24,4/13/2023 18:45,4/11/2023 17:24,4/9/2024 18:45,4/9/2024 17:57,4/9/2024 17:57,4/8/2025 18:48,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
136,Dialynas - DLNS 350 - 353,4/11/2023 18:27,4/11/2023 17:00,4/11/2023 17:00,4/9/2024 20:24,4/9/2024 17:30,4/9/2024 17:30,4/8/2025 21:36,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
141,Dialynas - DLNS 350 - 354,4/11/2023 17:27,4/13/2023 17:51,4/11/2023 17:27,4/9/2024 17:03,4/9/2024 17:36,4/9/2024 17:03,4/8/2025 17:03,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
139,Dialynas - DLNS 350 - 355,4/11/2023 17:03,4/13/2023 17:51,4/11/2023 17:03,4/9/2024 20:30,4/9/2024 17:39,4/9/2024 17:39,4/8/2025 17:45,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
150,Dialynas - DLNS 350 - 356,4/11/2023 18:36,4/13/2023 18:00,4/11/2023 18:36,4/9/2024 20:21,4/11/2024 19:06,4/9/2024 20:21,4/8/2025 19:00,4/8/2025 17:03,4/8/2025 17:03,1,TRUE
210,Gibson - 401,4/13/2023 19:18,4/11/2023 17:06,4/11/2023 17:06,4/10/2024 20:03,No Selection Time Issued,4/10/2024 20:03,4/10/2025 18:57,4/10/2025 18:57,4/10/2025 18:57,2,FALSE
212,Gibson - 402,4/13/2023 17:48,4/12/2023 17:54,4/12/2023 17:54,4/11/2024 20:06,No Selection Time Issued,4/11/2024 20:06,4/10/2025 19:57,4/10/2025 18:54,4/10/2025 18:54,2,FALSE
222,Gibson - 403,4/13/2023 19:15,4/11/2023 17:15,4/11/2023 17:15,4/11/2024 19:54,No Selection Time Issued,4/11/2024 19:54,4/10/2025 20:18,4/10/2025 17:54,4/10/2025 17:54,2,FALSE
198,Gibson - 404,4/13/2023 17:57,4/11/2023 17:36,4/11/2023 17:36,4/11/2024 18:39,4/9/2024 19:36,4/9/2024 19:36,4/10/2025 20:00,4/10/2025 19:30,4/10/2025 19:30,2,FALSE
121,Gibson - 405,,,,4/9/2024 19:33,No Selection Time Issued,4/9/2024 19:33,,,,1,FALSE
214,Gibson - 406,4/12/2023 18:39,No Selection Time Issued,4/12/2023 18:39,4/11/2024 18:36,,4/11/2024 18:36,4/10/2025 18:51,4/10/2025 18:51,4/10/2025 18:51,2,FALSE
119,Gibson - 407,,,,,No Selection Time Issued,,4/9/2025 19:03,No Selection Time Issued,4/9/2025 19:03,1,FALSE
196,Gibson - 408,4/13/2023 17:54,4/11/2023 17:33,4/11/2023 17:33,4/11/2024 19:42,4/9/2024 17:36,4/9/2024 17:36,4/10/2025 19:51,4/10/2025 19:51,4/10/2025 19:51,2,FALSE
210,Gibson - 409,,,,4/10/2024 20:48,4/9/2024 17:24,4/9/2024 17:24,4/10/2025 18:48,4/10/2025 18:36,4/10/2025 18:36,2,FALSE
222,Gibson - 410,4/13/2023 20:12,4/11/2023 17:15,4/11/2023 17:15,4/10/2024 19:57,,4/10/2024 19:57,4/10/2025 19:33,4/10/2025 17:54,4/10/2025 17:54,2,FALSE
114,Gibson - 411,4/12/2023 19:03,4/12/2023 17:45,4/12/2023 17:45,,No Selection Time Issued,,,,,1,FALSE
195,Gibson - 413,4/13/2023 18:00,No Selection Time Issued,4/13/2023 18:00,4/11/2024 19:09,No Selection Time Issued,4/11/2024 19:09,4/10/2025 19:12,4/10/2025 19:12,4/10/2025 19:12,2,FALSE
195,Gibson - 414,4/13/2023 19:42,No Selection Time Issued,4/13/2023 19:42,4/11/2024 19:00,4/9/2024 17:12,4/9/2024 17:12,4/10/2025 19:51,4/10/2025 17:51,4/10/2025 17:51,2,FALSE
129,Gibson - 415,,,,4/10/2024 17:33,4/11/2024 17:57,4/10/2024 17:33,,,,1,FALSE
225,Gibson - 416,4/13/2023 17:12,4/11/2023 18:18,4/11/2023 18:18,4/10/2024 20:18,4/9/2024 17:33,4/9/2024 17:33,4/10/2025 19:15,4/10/2025 17:45,4/10/2025 17:45,2,FALSE
129,Gibson - 417,,,,4/10/2024 17:48,4/9/2024 17:18,4/9/2024 17:18,4/9/2025 18:33,No Selection Time Issued,4/9/2025 18:33,1,FALSE
205,Gibson - 418,4/13/2023 17:21,4/11/2023 17:51,4/11/2023 17:51,4/10/2024 19:57,,4/10/2024 19:57,4/9/2025 19:39,4/9/2025 19:39,4/9/2025 19:39,2,FALSE
210,Gibson - 419,4/11/2023 18:42,No Selection Time Issued,4/11/2023 18:42,,4/9/2024 17:42,4/9/2024 17:42,4/10/2025 19:36,4/10/2025 18:15,4/10/2025 18:15,2,FALSE
210,Gibson - 420,4/12/2023 20:06,4/11/2023 20:48,4/11/2023 20:48,4/9/2024 17:27,4/10/2024 19:12,4/9/2024 17:27,4/10/2025 17:21,4/10/2025 17:21,4/10/2025 17:21,2,FALSE
204,Gibson - 421,4/13/2023 19:00,No Selection Time Issued,4/13/2023 19:00,4/11/2024 20:00,4/9/2024 17:54,4/9/2024 17:54,4/10/2025 18:57,4/10/2025 18:57,4/10/2025 18:57,2,FALSE
280,Harwood - 9,4/13/2023 17:51,4/12/2023 17:03,4/12/2023 17:03,4/11/2024 17:27,No Selection Time Issued,4/11/2024 17:27,4/10/2025 20:06,4/10/2025 17:30,4/10/2025 17:30,2,FALSE
158,Harwood - 65,4/13/2023 17:51,4/11/2023 21:15,4/11/2023 21:15,4/11/2024 18:24,No Selection Time Issued,4/11/2024 18:24,4/10/2025 17:21,No Selection Time Issued,4/10/2025 17:21,1,FALSE
114,Harwood - 67,4/13/2023 19:09,No Selection Time Issued,4/13/2023 19:09,4/11/2024 18:33,No Selection Time Issued,4/11/2024 18:33,4/10/2025 17:24,No Selection Time Issued,4/10/2025 17:24,1,FALSE
126,Harwood - 69,4/13/2023 19:03,4/12/2023 17:39,4/12/2023 17:39,4/11/2024 18:24,No Selection Time Issued,4/11/2024 18:24,4/10/2025 17:57,No Selection Time Issued,4/10/2025 17:57,1,FALSE
147,Harwood - 71,4/13/2023 18:42,No Selection Time Issued,4/13/2023 18:42,4/11/2024 17:15,No Selection Time Issued,4/11/2024 17:15,4/10/2025 17:57,No Selection Time Issued,4/10/2025 17:57,1,FALSE
147,Harwood - 73,4/13/2023 18:12,4/12/2023 17:18,4/12/2023 17:18,4/11/2024 18:45,No Selection Time Issued,4/11/2024 18:45,4/10/2025 17:27,No Selection Time Issued,4/10/2025 17:27,1,FALSE
147,Harwood - 75,4/13/2023 18:03,No Selection Time Issued,4/13/2023 18:03,4/11/2024 17:51,4/10/2024 17:24,4/10/2024 17:24,4/10/2025 17:24,No Selection Time Issued,4/10/2025 17:24,1,FALSE
147,Harwood - 77,4/13/2023 18:30,4/12/2023 17:54,4/12/2023 17:54,4/11/2024 17:36,No Selection Time Issued,4/11/2024 17:36,4/10/2025 17:15,No Selection Time Issued,4/10/2025 17:15,1,FALSE
153,Harwood - 79,4/13/2023 18:03,4/11/2023 17:45,4/11/2023 17:45,4/11/2024 17:12,No Selection Time Issued,4/11/2024 17:12,,,,1,FALSE
129,Harwood - 80,4/13/2023 17:54,No Selection Time Issued,4/13/2023 17:54,4/11/2024 17:12,No Selection Time Issued,4/11/2024 17:12,4/10/2025 17:09,No Selection Time Issued,4/10/2025 17:09,1,FALSE
269,Harwood - 81,4/13/2023 17:48,4/13/2023 18:57,4/13/2023 17:48,4/11/2024 17:33,No Selection Time Issued,4/11/2024 17:33,4/10/2025 17:27,4/10/2025 17:27,4/10/2025 17:27,2,FALSE
151,Harwood - 82,4/13/2023 17:42,4/12/2023 18:18,4/12/2023 18:18,4/11/2024 17:06,No Selection Time Issued,4/11/2024 17:06,4/10/2025 17:15,No Selection Time Issued,4/10/2025 17:15,1,FALSE
193,Harwood - 83,4/13/2023 17:18,4/12/2023 17:30,4/12/2023 17:30,4/11/2024 17:03,No Selection Time Issued,4/11/2024 17:03,,,,1,FALSE
123,Harwood - 84,4/13/2023 18:30,4/11/2023 17:54,4/11/2023 17:54,4/11/2024 18:30,No Selection Time Issued,4/11/2024 18:30,4/10/2025 18:00,No Selection Time Issued,4/10/2025 18:00,1,FALSE
176,Harwood - 85,4/13/2023 17:24,No Selection Time Issued,4/13/2023 17:24,4/11/2024 17:09,No Selection Time Issued,4/11/2024 17:09,4/10/2025 17:09,No Selection Time Issued,4/10/2025 17:09,1,FALSE
153,Harwood - 86,4/13/2023 18:09,No Selection Time Issued,4/13/2023 18:09,4/11/2024 17:15,No Selection Time Issued,4/11/2024 17:15,4/10/2025 17:36,No Selection Time Issued,4/10/2025 17:36,1,FALSE
253,Harwood - 87,4/13/2023 18:12,4/11/2023 17:33,4/11/2023 17:33,4/11/2024 17:21,No Selection Time Issued,4/11/2024 17:21,4/10/2025 17:24,4/10/2025 17:24,4/10/2025 17:24,2,FALSE
141,Harwood - 101,4/13/2023 17:33,4/11/2023 21:00,4/11/2023 21:00,4/11/2024 17:30,No Selection Time Issued,4/11/2024 17:30,4/10/2025 17:42,No Selection Time Issued,4/10/2025 17:42,1,FALSE
363,Harwood - 102,4/13/2023 20:09,4/11/2023 17:57,4/11/2023 17:57,4/11/2024 19:09,,4/11/2024 19:09,4/10/2025 18:57,4/10/2025 17:09,4/10/2025 17:09,3,FALSE
125,Harwood - 104,,,,,,,4/10/2025 18:21,No Selection Time Issued,4/10/2025 18:21,1,FALSE
163,Harwood - 106,4/13/2023 17:09,4/11/2023 17:00,4/11/2023 17:00,,No Selection Time Issued,,,,,1,FALSE
218,Harwood - 109,4/13/2023 19:00,4/11/2023 17:27,4/11/2023 17:27,4/11/2024 18:27,,4/11/2024 18:27,4/10/2025 19:30,4/10/2025 17:33,4/10/2025 17:33,2,FALSE
149,Harwood - 110,4/13/2023 18:09,No Selection Time Issued,4/13/2023 18:09,,,,4/10/2025 18:24,No Selection Time Issued,4/10/2025 18:24,1,FALSE
153,Harwood - 111,,,,,,,4/10/2025 17:51,No Selection Time Issued,4/10/2025 17:51,1,FALSE
130,Harwood - 113,,,,,No Selection Time Issued,,4/10/2025 18:21,No Selection Time Issued,4/10/2025 18:21,1,FALSE
135,Harwood - 114,,,,4/11/2024 18:18,,4/11/2024 18:18,4/10/2025 17:33,No Selection Time Issued,4/10/2025 17:33,1,FALSE
116,Harwood - 116,4/13/2023 18:09,4/12/2023 17:18,4/12/2023 17:18,,,,,,,1,FALSE
145,Harwood - 117,4/13/2023 17:12,No Selection Time Issued,4/13/2023 17:12,,,,4/10/2025 18:21,No Selection Time Issued,4/10/2025 18:21,1,FALSE
167,Harwood - 119,,,,,No Selection Time Issued,,4/10/2025 17:15,No Selection Time Issued,4/10/2025 17:15,1,FALSE
102,Harwood - 120,4/13/2023 19:39,4/12/2023 18:00,4/12/2023 18:00,4/11/2024 18:51,No Selection Time Issued,4/11/2024 18:51,4/10/2025 20:21,4/10/2025 19:54,4/10/2025 19:54,2,FALSE
160,Harwood - 142,,,,4/11/2024 17:39,No Selection Time Issued,4/11/2024 17:39,,,,1,FALSE
198,Harwood - 144,,,,4/11/2024 20:06,No Selection Time Issued,4/11/2024 20:06,4/10/2025 19:33,4/10/2025 19:33,4/10/2025 19:33,2,FALSE
142,Harwood - 145,,,,4/11/2024 17:51,No Selection Time Issued,4/11/2024 17:51,,,,1,FALSE
157,Harwood - 147,4/13/2023 18:15,No Selection Time Issued,4/13/2023 18:15,4/11/2024 17:03,No Selection Time Issued,4/11/2024 17:03,,,,1,FALSE
212,Harwood - 163,4/13/2023 18:48,4/13/2023 17:03,4/13/2023 17:03,4/11/2024 20:03,,4/11/2024 20:03,4/10/2025 19:42,4/10/2025 18:15,4/10/2025 18:15,2,FALSE
159,Harwood - 164,4/13/2023 17:12,4/11/2023 17:09,4/11/2023 17:09,,,,,,,1,FALSE
124,Harwood - 167,,,,,,,4/10/2025 18:33,No Selection Time Issued,4/10/2025 18:33,1,FALSE
137,Harwood - 168,4/13/2023 18:12,4/11/2023 17:06,4/11/2023 17:06,,No Selection Time Issued,,4/10/2025 18:30,No Selection Time Issued,4/10/2025 18:30,1,FALSE
132,Harwood - 170,4/13/2023 18:15,4/11/2023 17:09,4/11/2023 17:09,4/11/2024 17:57,,4/11/2024 17:57,4/10/2025 18:33,No Selection Time Issued,4/10/2025 18:33,1,FALSE
150,Harwood - 171,4/13/2023 17:51,4/11/2023 20:21,4/11/2023 20:21,,No Selection Time Issued,,4/10/2025 17:18,No Selection Time Issued,4/10/2025 17:18,1,FALSE
162,Harwood - 172,,,,4/11/2024 17:09,,4/11/2024 17:09,,,,1,FALSE
151,Harwood - 173,,,,,No Selection Time Issued,,4/10/2025 17:48,No Selection Time Issued,4/10/2025 17:48,1,FALSE
160,Harwood - 174,,,,4/11/2024 17:27,No Selection Time Issued,4/11/2024 17:27,,,,1,FALSE
149,Harwood - 175,,,,4/11/2024 17:45,No Selection Time Issued,4/11/2024 17:45,,,,1,FALSE
135,Harwood - 176,,,,4/11/2024 18:15,No Selection Time Issued,4/11/2024 18:15,,,,1,FALSE
148,Harwood - 177,,,,4/11/2024 17:33,No Selection Time Issued,4/11/2024 17:33,4/10/2025 18:21,No Selection Time Issued,4/10/2025 18:21,1,FALSE
252,Harwood - 178,4/13/2023 20:06,4/11/2023 17:42,4/11/2023 17:42,4/11/2024 19:45,No Selection Time Issued,4/11/2024 19:45,4/10/2025 17:39,4/10/2025 17:39,4/10/2025 17:39,2,FALSE
133,Harwood - 179,,,,4/11/2024 17:45,,4/11/2024 17:45,4/10/2025 18:33,No Selection Time Issued,4/10/2025 18:33,1,FALSE
140,Harwood - 180,4/13/2023 18:36,4/13/2023 17:18,4/13/2023 17:18,,,,4/10/2025 17:39,No Selection Time Issued,4/10/2025 17:39,1,FALSE
146,Harwood - 181,4/13/2023 18:57,4/11/2023 17:27,4/11/2023 17:27,,No Selection Time Issued,,4/10/2025 18:00,No Selection Time Issued,4/10/2025 18:00,1,FALSE
172,Harwood - 182,4/13/2023 17:00,4/12/2023 17:03,4/12/2023 17:03,4/11/2024 17:06,,4/11/2024 17:06,4/10/2025 17:06,No Selection Time Issued,4/10/2025 17:06,1,FALSE
162,Harwood - 183,,,,,4/9/2024 17:30,4/9/2024 17:30,4/10/2025 17:18,No Selection Time Issued,4/10/2025 17:18,1,FALSE
126,Harwood - 185,4/13/2023 17:51,4/11/2023 17:06,4/11/2023 17:06,4/11/2024 17:30,No Selection Time Issued,4/11/2024 17:30,,,,1,FALSE
137,Harwood - 187,4/13/2023 17:54,No Selection Time Issued,4/13/2023 17:54,4/11/2024 17:12,No Selection Time Issued,4/11/2024 17:12,,,,1,FALSE
126,Harwood - 189,4/13/2023 19:21,No Selection Time Issued,4/13/2023 19:21,4/11/2024 17:51,No Selection Time Issued,4/11/2024 17:51,4/10/2025 18:27,No Selection Time Issued,4/10/2025 18:27,1,FALSE
127,Harwood - 200,4/13/2023 17:21,No Selection Time Issued,4/13/2023 17:21,4/11/2024 18:18,,4/11/2024 18:18,4/10/2025 18:27,No Selection Time Issued,4/10/2025 18:27,1,FALSE
156,Harwood - 201,4/13/2023 18:00,4/11/2023 18:15,4/11/2023 18:15,,No Selection Time Issued,,4/10/2025 17:48,No Selection Time Issued,4/10/2025 17:48,1,FALSE
191,Harwood - 202,4/13/2023 18:42,4/11/2023 18:39,4/11/2023 18:39,4/11/2024 18:42,,4/11/2024 18:42,4/10/2025 19:09,4/10/2025 19:09,4/10/2025 19:09,2,FALSE
154,Harwood - 204,4/13/2023 18:15,No Selection Time Issued,4/13/2023 18:15,,,,4/10/2025 17:36,No Selection Time Issued,4/10/2025 17:36,1,FALSE
166,Harwood - 208,4/13/2023 17:15,No Selection Time Issued,4/13/2023 17:15,,No Selection Time Issued,,,,,1,FALSE
255,Harwood - 209,4/13/2023 17:06,4/13/2023 18:00,4/13/2023 17:06,4/11/2024 17:18,No Selection Time Issued,4/11/2024 17:18,4/10/2025 19:42,4/10/2025 17:21,4/10/2025 17:21,2,FALSE
210,Harwood - 210,4/13/2023 17:48,4/12/2023 17:33,4/12/2023 17:33,4/11/2024 17:42,No Selection Time Issued,4/11/2024 17:42,4/10/2025 17:42,No Selection Time Issued,4/10/2025 17:42,1,FALSE
148,Harwood - 211,4/13/2023 19:00,4/11/2023 17:24,4/11/2023 17:24,4/11/2024 18:15,,4/11/2024 18:15,,,,1,FALSE
132,Harwood - 213,4/13/2023 18:06,No Selection Time Issued,4/13/2023 18:06,,No Selection Time Issued,,4/10/2025 18:00,No Selection Time Issued,4/10/2025 18:00,1,FALSE
152,Harwood - 214,4/13/2023 18:45,4/11/2023 17:30,4/11/2023 17:30,4/11/2024 18:15,No Selection Time Issued,4/11/2024 18:15,,,,1,FALSE
132,Harwood - 216,4/13/2023 19:12,No Selection Time Issued,4/13/2023 19:12,4/11/2024 18:15,No Selection Time Issued,4/11/2024 18:15,4/10/2025 18:27,No Selection Time Issued,4/10/2025 18:27,1,FALSE
152,Harwood - 217,4/13/2023 17:45,4/13/2023 17:39,4/13/2023 17:39,4/11/2024 17:24,,4/11/2024 17:24,,,,1,FALSE
164,Harwood - 219,4/13/2023 17:24,No Selection Time Issued,4/13/2023 17:24,,No Selection Time Issued,,,,,1,FALSE
138,Harwood - 229,4/13/2023 18:12,No Selection Time Issued,4/13/2023 18:12,4/11/2024 18:00,,4/11/2024 18:00,4/10/2025 18:18,No Selection Time Issued,4/10/2025 18:18,1,FALSE
156,Harwood - 230,4/13/2023 18:30,4/11/2023 17:03,4/11/2023 17:03,,4/11/2024 18:51,4/11/2024 18:51,4/10/2025 17:39,No Selection Time Issued,4/10/2025 17:39,1,FALSE
152,Harwood - 231,4/13/2023 17:06,4/11/2023 17:03,4/11/2023 17:03,4/11/2024 17:24,No Selection Time Issued,4/11/2024 17:24,4/10/2025 18:18,No Selection Time Issued,4/10/2025 18:18,1,FALSE
